genbank_accession,file,path,IG_TR_gene_mapped,IG_TR_gene_percentage,IG_TR_gene_total,IG_TR_pseudogene_mapped,IG_TR_pseudogene_percentage,IG_TR_pseudogene_total,TEC_mapped,TEC_percentage,TEC_total,artifact_mapped,artifact_percentage,artifact_total,lncRNA_mapped,lncRNA_percentage,lncRNA_total,miRNA_mapped,miRNA_percentage,miRNA_total,misc_RNA_mapped,misc_RNA_percentage,misc_RNA_total,processed_pseudogene_mapped,processed_pseudogene_percentage,processed_pseudogene_total,protein_coding_mapped,protein_coding_percentage,protein_coding_total,pseudogene_mapped,pseudogene_percentage,pseudogene_total,rRNA_mapped,rRNA_percentage,rRNA_pseudogene_mapped,rRNA_pseudogene_percentage,rRNA_pseudogene_total,rRNA_total,ribozyme_mapped,ribozyme_percentage,ribozyme_total,sRNA_mapped,sRNA_percentage,sRNA_total,scRNA_mapped,scRNA_percentage,scRNA_total,scaRNA_mapped,scaRNA_percentage,scaRNA_total,snRNA_mapped,snRNA_percentage,snRNA_total,snoRNA_mapped,snoRNA_percentage,snoRNA_total,unitary_pseudogene_mapped,unitary_pseudogene_percentage,unitary_pseudogene_total,unprocessed_pseudogene_mapped,unprocessed_pseudogene_percentage,unprocessed_pseudogene_total,vault_RNA_mapped,vault_RNA_percentage,vault_RNA_total
GCA_44166785.1,GCA_044166785.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166785.1/GCA_044166785.1_mapping_stats.mapping_stats.txt,386,93.92,411,228,96.2,237,1016,99.8,1018,7,36.84,19,34461,99.64,34584,1858,98.99,1877,2197,99.46,2209,10468,99.63,10507,19326,99.72,19381,4,100,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1881,99.37,1893,939,100,939,259,100,259,3255,98.31,3311,4,100,4
GCA_44166625.1,GCA_044166625.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166625.1/GCA_044166625.1_mapping_stats.mapping_stats.txt,353,85.89,411,218,91.98,237,1016,99.8,1018,7,36.84,19,34407,99.49,34584,1864,99.31,1877,2199,99.55,2209,10452,99.48,10507,19300,99.58,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1870,98.78,1893,936,99.68,939,258,99.61,259,3244,97.98,3311,4,100,4
GCA_44166645.1,GCA_044166645.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166645.1/GCA_044166645.1_mapping_stats.mapping_stats.txt,372,90.51,411,212,89.45,237,1017,99.9,1018,7,36.84,19,34424,99.54,34584,1865,99.36,1877,2196,99.41,2209,10450,99.46,10507,19304,99.6,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1870,98.78,1893,939,100,939,258,99.61,259,3231,97.58,3311,4,100,4
GCA_44165595.1,GCA_044165595.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165595.1/GCA_044165595.1_mapping_stats.mapping_stats.txt,385,93.67,411,221,93.25,237,1018,100,1018,7,36.84,19,34428,99.55,34584,1870,99.63,1877,2195,99.37,2209,10471,99.66,10507,19317,99.67,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1873,98.94,1893,932,99.25,939,258,99.61,259,3249,98.13,3311,4,100,4
GCA_44165725.1,GCA_044165725.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165725.1/GCA_044165725.1_mapping_stats.mapping_stats.txt,381,92.7,411,216,91.14,237,1017,99.9,1018,7,36.84,19,34460,99.64,34584,1873,99.79,1877,2203,99.73,2209,10465,99.6,10507,19323,99.7,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1884,99.52,1893,936,99.68,939,259,100,259,3253,98.25,3311,4,100,4
GCA_44164665.1,GCA_044164665.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044164665.1/GCA_044164665.1_mapping_stats.mapping_stats.txt,391,95.13,411,222,93.67,237,1016,99.8,1018,7,36.84,19,34447,99.6,34584,1869,99.57,1877,2198,99.5,2209,10470,99.65,10507,19323,99.7,19381,4,100,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,938,99.89,939,258,99.61,259,3257,98.37,3311,4,100,4
GCA_44165205.1,GCA_044165205.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165205.1/GCA_044165205.1_mapping_stats.mapping_stats.txt,369,89.78,411,223,94.09,237,1018,100,1018,7,36.84,19,34454,99.62,34584,1869,99.57,1877,2198,99.5,2209,10453,99.49,10507,19323,99.7,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1882,99.42,1893,939,100,939,259,100,259,3237,97.77,3311,4,100,4
GCA_44165335.1,GCA_044165335.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165335.1/GCA_044165335.1_mapping_stats.mapping_stats.txt,352,85.64,411,220,92.83,237,1015,99.71,1018,7,36.84,19,34438,99.58,34584,1865,99.36,1877,2198,99.5,2209,10453,99.49,10507,19330,99.74,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1876,99.1,1893,935,99.57,939,259,100,259,3250,98.16,3311,4,100,4
GCA_44165395.1,GCA_044165395.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165395.1/GCA_044165395.1_mapping_stats.mapping_stats.txt,398,96.84,411,228,96.2,237,1015,99.71,1018,7,36.84,19,34456,99.63,34584,1863,99.25,1877,2196,99.41,2209,10455,99.51,10507,19323,99.7,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1875,99.05,1893,937,99.79,939,257,99.23,259,3249,98.13,3311,4,100,4
GCA_44166065.1,GCA_044166065.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166065.1/GCA_044166065.1_mapping_stats.mapping_stats.txt,349,84.91,411,219,92.41,237,1017,99.9,1018,7,36.84,19,34423,99.53,34584,1869,99.57,1877,2198,99.5,2209,10458,99.53,10507,19297,99.57,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,937,99.79,939,258,99.61,259,3238,97.8,3311,4,100,4
GCA_44166135.1,GCA_044166135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166135.1/GCA_044166135.1_mapping_stats.mapping_stats.txt,398,96.84,411,233,98.31,237,1015,99.71,1018,7,36.84,19,34462,99.65,34584,1874,99.84,1877,2199,99.55,2209,10461,99.56,10507,19329,99.73,19381,4,100,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1876,99.1,1893,939,100,939,258,99.61,259,3262,98.52,3311,4,100,4
GCA_44166615.1,GCA_044166615.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166615.1/GCA_044166615.1_mapping_stats.mapping_stats.txt,387,94.16,411,229,96.62,237,1017,99.9,1018,7,36.84,19,34420,99.53,34584,1868,99.52,1877,2194,99.32,2209,10451,99.47,10507,19314,99.65,19381,4,100,4,51,96.23,489,100,489,53,8,100,8,5,100,5,1,100,1,46,93.88,49,1874,99,1893,931,99.15,939,259,100,259,3245,98.01,3311,4,100,4
GCA_44165565.1,GCA_044165565.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165565.1/GCA_044165565.1_mapping_stats.mapping_stats.txt,324,78.83,411,187,78.9,237,1016,99.8,1018,7,36.84,19,34459,99.64,34584,1864,99.31,1877,2195,99.37,2209,10457,99.52,10507,19329,99.73,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1877,99.15,1893,939,100,939,258,99.61,259,3255,98.31,3311,4,100,4
GCA_44166635.1,GCA_044166635.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044166635.1/GCA_044166635.1_mapping_stats.mapping_stats.txt,385,93.67,411,232,97.89,237,1017,99.9,1018,7,36.84,19,34451,99.62,34584,1869,99.57,1877,2198,99.5,2209,10453,99.49,10507,19327,99.72,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,938,99.89,939,259,100,259,3259,98.43,3311,4,100,4
GCA_44165025.1,GCA_044165025.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_044165025.1/GCA_044165025.1_mapping_stats.mapping_stats.txt,370,90.02,411,225,94.94,237,1018,100,1018,7,36.84,19,34440,99.58,34584,1864,99.31,1877,2194,99.32,2209,10456,99.51,10507,19298,99.57,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,47,95.92,49,1873,98.94,1893,937,99.79,939,259,100,259,3219,97.22,3311,4,100,4
GCA_18472765.3,GCA_018472765.3_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018472765.3/GCA_018472765.3_mapping_stats.mapping_stats.txt,397,96.59,411,228,96.2,237,1016,99.8,1018,8,42.11,19,34464,99.65,34584,1869,99.57,1877,2198,99.5,2209,10461,99.56,10507,19320,99.69,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1879,99.26,1893,937,99.79,939,258,99.61,259,3242,97.92,3311,4,100,4
GCA_43304655.1,GCA_043304655.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304655.1/GCA_043304655.1_mapping_stats.mapping_stats.txt,381,92.7,411,232,97.89,237,1018,100,1018,7,36.84,19,34466,99.66,34584,1869,99.57,1877,2199,99.55,2209,10468,99.63,10507,19304,99.6,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,934,99.47,939,259,100,259,3257,98.37,3311,4,100,4
GCA_18469955.2,GCA_018469955.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018469955.2/GCA_018469955.2_mapping_stats.mapping_stats.txt,375,91.24,411,223,94.09,237,1015,99.71,1018,7,36.84,19,34443,99.59,34584,1868,99.52,1877,2198,99.5,2209,10455,99.51,10507,19318,99.67,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1872,98.89,1893,938,99.89,939,258,99.61,259,3241,97.89,3311,4,100,4
GCA_43304535.1,GCA_043304535.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304535.1/GCA_043304535.1_mapping_stats.mapping_stats.txt,399,97.08,411,227,95.78,237,1014,99.61,1018,7,36.84,19,34449,99.61,34584,1869,99.57,1877,2201,99.64,2209,10463,99.58,10507,19317,99.67,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1877,99.15,1893,938,99.89,939,258,99.61,259,3260,98.46,3311,4,100,4
GCA_43304965.1,GCA_043304965.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304965.1/GCA_043304965.1_mapping_stats.mapping_stats.txt,371,90.27,411,221,93.25,237,1016,99.8,1018,7,36.84,19,34456,99.63,34584,1869,99.57,1877,2201,99.64,2209,10465,99.6,10507,19307,99.62,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1880,99.31,1893,936,99.68,939,259,100,259,3243,97.95,3311,4,100,4
GCA_18472825.2,GCA_018472825.2_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_018472825.2/GCA_018472825.2_mapping_stats.mapping_stats.txt,366,89.05,411,217,91.56,237,1017,99.9,1018,7,36.84,19,34448,99.61,34584,1860,99.09,1877,2200,99.59,2209,10449,99.45,10507,19327,99.72,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1873,98.94,1893,936,99.68,939,257,99.23,259,3256,98.34,3311,4,100,4
GCA_43304515.1,GCA_043304515.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_043304515.1/GCA_043304515.1_mapping_stats.mapping_stats.txt,369,89.78,411,222,93.67,237,1018,100,1018,7,36.84,19,34435,99.57,34584,1863,99.25,1877,2199,99.55,2209,10462,99.57,10507,19316,99.66,19381,4,100,4,52,98.11,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1871,98.84,1893,939,100,939,258,99.61,259,3225,97.4,3311,4,100,4
GCA_46332455.1,GCA_046332455.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332455.1/GCA_046332455.1_mapping_stats.mapping_stats.txt,302,73.48,411,169,71.31,237,999,99.6,1003,7,36.84,19,33731,99.4,33935,1741,98.86,1761,2108,99.57,2117,9869,99.35,9934,18529,99.66,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,4,80,5,1,100,1,48,100,48,1805,98.85,1826,895,99.89,896,250,100,250,3321,97.25,3415,4,100,4
GCA_46332485.1,GCA_046332485.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332485.1/GCA_046332485.1_mapping_stats.mapping_stats.txt,366,89.05,411,228,96.2,237,1002,99.9,1003,7,36.84,19,33800,99.6,33935,1748,99.26,1761,2109,99.62,2117,9887,99.53,9934,18524,99.63,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1808,99.01,1826,896,100,896,250,100,250,3363,98.48,3415,4,100,4
GCA_46332435.1,GCA_046332435.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332435.1/GCA_046332435.1_mapping_stats.mapping_stats.txt,359,87.35,411,208,87.76,237,999,99.6,1003,7,36.84,19,33816,99.65,33935,1753,99.55,1761,2103,99.34,2117,9885,99.51,9934,18540,99.72,18592,4,100,4,50,98.04,477,100,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1808,99.01,1826,895,99.89,896,250,100,250,3360,98.39,3415,4,100,4
GCA_46332375.1,GCA_046332375.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332375.1/GCA_046332375.1_mapping_stats.mapping_stats.txt,330,80.29,411,200,84.39,237,1001,99.8,1003,7,36.84,19,33764,99.5,33935,1749,99.32,1761,2111,99.72,2117,9871,99.37,9934,18530,99.67,18592,3,75,4,50,98.04,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1814,99.34,1826,893,99.67,896,250,100,250,3331,97.54,3415,4,100,4
GCA_46332325.1,GCA_046332325.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332325.1/GCA_046332325.1_mapping_stats.mapping_stats.txt,380,92.46,411,228,96.2,237,1002,99.9,1003,7,36.84,19,33772,99.52,33935,1752,99.49,1761,2103,99.34,2117,9885,99.51,9934,18526,99.65,18592,4,100,4,51,100,476,99.79,477,51,8,100,8,5,100,5,1,100,1,46,95.83,48,1805,98.85,1826,890,99.33,896,250,100,250,3352,98.16,3415,4,100,4
GCA_46332285.1,GCA_046332285.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb67_production/GCA_046332285.1/GCA_046332285.1_mapping_stats.mapping_stats.txt,351,85.4,411,228,96.2,237,998,99.5,1003,7,36.84,19,33753,99.46,33935,1755,99.66,1761,2106,99.48,2117,9849,99.14,9934,18517,99.6,18592,4,100,4,49,96.08,458,96.02,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1809,99.07,1826,893,99.67,896,250,100,250,3324,97.34,3415,4,100,4
GCA_46332185.1,GCA_046332185.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332185.1/GCA_046332185.1_mapping_stats.mapping_stats.txt,392,95.38,411,232,97.89,237,999,99.6,1003,7,36.84,19,33754,99.47,33935,1747,99.2,1761,2101,99.24,2117,9875,99.41,9934,18499,99.5,18592,4,100,4,48,94.12,476,99.79,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1805,98.85,1826,890,99.33,896,249,99.6,250,3327,97.42,3415,4,100,4
GCA_46332195.1,GCA_046332195.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332195.1/GCA_046332195.1_mapping_stats.mapping_stats.txt,374,91,411,220,92.83,237,1001,99.8,1003,7,36.84,19,33784,99.56,33935,1744,99.03,1761,2104,99.39,2117,9882,99.48,9934,18530,99.67,18592,4,100,4,50,98.04,475,99.58,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1807,98.96,1826,894,99.78,896,249,99.6,250,3330,97.51,3415,4,100,4
GCA_46332135.1,GCA_046332135.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332135.1/GCA_046332135.1_mapping_stats.mapping_stats.txt,360,87.59,411,223,94.09,237,1000,99.7,1003,8,42.11,19,33764,99.5,33935,1751,99.43,1761,2101,99.24,2117,9877,99.43,9934,18509,99.55,18592,4,100,4,49,96.08,476,99.79,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1809,99.07,1826,892,99.55,896,250,100,250,3344,97.92,3415,4,100,4
GCA_46332025.1,GCA_046332025.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332025.1/GCA_046332025.1_mapping_stats.mapping_stats.txt,367,89.29,411,227,95.78,237,1002,99.9,1003,7,36.84,19,33784,99.56,33935,1745,99.09,1761,2102,99.29,2117,9882,99.48,9934,18528,99.66,18592,4,100,4,49,96.08,474,99.37,477,51,8,100,8,5,100,5,1,100,1,48,100,48,1810,99.12,1826,894,99.78,896,250,100,250,3335,97.66,3415,4,100,4
GCA_46332495.1,GCA_046332495.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332495.1/GCA_046332495.1_mapping_stats.mapping_stats.txt,314,76.4,411,175,73.84,237,1014,99.61,1018,7,36.84,19,34309,99.2,34584,1855,98.83,1877,2194,99.32,2209,10397,98.95,10507,19280,99.48,19381,4,100,4,51,96.23,488,99.8,489,53,8,100,8,4,80,5,1,100,1,49,100,49,1872,98.89,1893,938,99.89,939,259,100,259,3187,96.25,3311,4,100,4
GCA_46332475.1,GCA_046332475.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332475.1/GCA_046332475.1_mapping_stats.mapping_stats.txt,362,88.08,411,223,94.09,237,1016,99.8,1018,7,36.84,19,34448,99.61,34584,1865,99.36,1877,2195,99.37,2209,10458,99.53,10507,19315,99.66,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,939,100,939,259,100,259,3226,97.43,3311,4,100,4
GCA_46332355.1,GCA_046332355.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332355.1/GCA_046332355.1_mapping_stats.mapping_stats.txt,335,81.51,411,198,83.54,237,1015,99.71,1018,7,36.84,19,34430,99.55,34584,1871,99.68,1877,2192,99.23,2209,10447,99.43,10507,19301,99.59,19381,4,100,4,53,100,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1874,99,1893,939,100,939,259,100,259,3209,96.92,3311,4,100,4
GCA_46332365.1,GCA_046332365.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332365.1/GCA_046332365.1_mapping_stats.mapping_stats.txt,343,83.45,411,226,95.36,237,1014,99.61,1018,7,36.84,19,34424,99.54,34584,1866,99.41,1877,2193,99.28,2209,10445,99.41,10507,19295,99.56,19381,3,75,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1878,99.21,1893,936,99.68,939,259,100,259,3220,97.25,3311,4,100,4
GCA_46332305.1,GCA_046332305.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332305.1/GCA_046332305.1_mapping_stats.mapping_stats.txt,349,84.91,411,208,87.76,237,1015,99.71,1018,7,36.84,19,34428,99.55,34584,1865,99.36,1877,2196,99.41,2209,10448,99.44,10507,19291,99.54,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,935,99.57,939,258,99.61,259,3238,97.8,3311,4,100,4
GCA_46332235.1,GCA_046332235.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332235.1/GCA_046332235.1_mapping_stats.mapping_stats.txt,371,90.27,411,227,95.78,237,1016,99.8,1018,7,36.84,19,34446,99.6,34584,1863,99.25,1877,2194,99.32,2209,10457,99.52,10507,19315,99.66,19381,3,75,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,939,100,939,259,100,259,3232,97.61,3311,4,100,4
GCA_46332225.1,GCA_046332225.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332225.1/GCA_046332225.1_mapping_stats.mapping_stats.txt,384,93.43,411,226,95.36,237,1018,100,1018,7,36.84,19,34414,99.51,34584,1867,99.47,1877,2197,99.46,2209,10443,99.39,10507,19317,99.67,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1875,99.05,1893,937,99.79,939,259,100,259,3220,97.25,3311,4,100,4
GCA_46332145.1,GCA_046332145.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332145.1/GCA_046332145.1_mapping_stats.mapping_stats.txt,373,90.75,411,225,94.94,237,1017,99.9,1018,7,36.84,19,34413,99.51,34584,1873,99.79,1877,2194,99.32,2209,10459,99.54,10507,19297,99.57,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1872,98.89,1893,936,99.68,939,258,99.61,259,3208,96.89,3311,4,100,4
GCA_46332065.1,GCA_046332065.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332065.1/GCA_046332065.1_mapping_stats.mapping_stats.txt,382,92.94,411,221,93.25,237,1017,99.9,1018,7,36.84,19,34440,99.58,34584,1871,99.68,1877,2196,99.41,2209,10449,99.45,10507,19301,99.59,19381,4,100,4,52,98.11,488,99.8,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1872,98.89,1893,937,99.79,939,258,99.61,259,3223,97.34,3311,4,100,4
GCA_46332015.1,GCA_046332015.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332015.1/GCA_046332015.1_mapping_stats.mapping_stats.txt,363,88.32,411,225,94.94,237,1014,99.61,1018,8,42.11,19,34420,99.53,34584,1870,99.63,1877,2191,99.19,2209,10425,99.22,10507,19290,99.53,19381,4,100,4,50,94.34,488,99.8,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1874,99,1893,930,99.04,939,259,100,259,3219,97.22,3311,4,100,4
GCA_46332035.1,GCA_046332035.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332035.1/GCA_046332035.1_mapping_stats.mapping_stats.txt,398,96.84,411,226,95.36,237,1017,99.9,1018,7,36.84,19,34441,99.59,34584,1866,99.41,1877,2193,99.28,2209,10449,99.45,10507,19298,99.57,19381,4,100,4,53,100,489,100,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1869,98.73,1893,939,100,939,258,99.61,259,3238,97.8,3311,4,100,4
GCA_46332005.1,GCA_046332005.1_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_046332005.1/GCA_046332005.1_mapping_stats.mapping_stats.txt,400,97.32,411,230,97.05,237,1017,99.9,1018,7,36.84,19,34432,99.56,34584,1864,99.31,1877,2192,99.23,2209,10451,99.47,10507,19298,99.57,19381,4,100,4,51,96.23,487,99.59,489,53,8,100,8,5,100,5,1,100,1,48,97.96,49,1882,99.42,1893,936,99.68,939,259,100,259,3206,96.83,3311,4,100,4
GCA_18852605.3,GCA_018852605.3_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018852605.3/GCA_018852605.3_mapping_stats.mapping_stats.txt,265,64.48,411,175,73.84,237,1002,99.9,1003,7,36.84,19,33768,99.51,33935,1741,98.86,1761,2098,99.1,2117,9873,99.39,9934,18537,99.7,18592,3,75,4,51,100,477,100,477,51,8,100,8,5,100,5,1,100,1,47,97.92,48,1806,98.9,1826,895,99.89,896,250,100,250,3334,97.63,3415,4,100,4
GCA_18852615.3,GCA_018852615.3_mapping_stats.mapping_stats.txt,/hps/nobackup/flicek/ensembl/genebuild/jackt/hprc/hprc2_gb45_production/GCA_018852615.3/GCA_018852615.3_mapping_stats.mapping_stats.txt,360,87.59,411,202,85.23,237,1016,99.8,1018,7,36.84,19,34438,99.58,34584,1864,99.31,1877,2194,99.32,2209,10448,99.44,10507,19316,99.66,19381,4,100,4,52,98.11,487,99.59,489,53,8,100,8,5,100,5,1,100,1,49,100,49,1876,99.1,1893,936,99.68,939,258,99.61,259,3244,97.98,3311,4,100,4
